name,cluster
Ethiopia Guji Uraga Tebe Burku Natural,7
Nicaragua La Bendicion Yellow Maracaturra Natural,7
Sumatra Yellow Bourbon,7
Kenya Gichathaini,7
Costa Rica Tarrazu Hacienda La Pradera,7
Peru Finca Ecológica Agua Colorada,7
Meridiano Ecuador,7
Kona Maragogype,7
Guatemala Finca San Gerardo,7
Kenya Gatugi AB,7
Colombia Finca La Loma Microlot,7
Ethiopia Grade 1 Chelchele,7
Peru Gesha,7
Mexico Maya Vinic,7
Guatemala La Voz,7
Kenya Nyeri AA Ichuga,7
Ethiopia Sidamo Sasaba,7
Ethiopia Sidamo Natural Water Decaf,7
Kenya Ichuga AA,7
Colombia Monteblanco Geisha,7
The Aurora Project,7
Colombia Chiroso Natural,7
Nayamasasa Democratic Republic of the Congo,7
El Salvador Loma La Gloria Black Honey,7
Select Reserve Guatemala El Aceituno “El Bonito” Microlot,7
Sidama Extreme Papilio Washed,7
Colombia Nariño,7
Kanyonyi Coffee Blend,7
Belquis Ramirez Lemus Colombia Coffee for Peace,7
Ethiopia Yirgacheffe Awassa,7
Ethiopia Honey Yirgacheffe Idido G1,7
Trust the Process — Full Natural,7
SL28,7
Kona Peaberry,7
Ethiopia,7
Kivu DR Congo,7
Kenya AA Top Gatomboya,7
Jlove99,7
Ethiopia Guji Goro Bedessa,7
La Union (Colombia),7
Asprole Blend #1 Colombia Coffee for Peace,7
Addis Katema,7
Panama Auromar Ironman Geisha Washed Process,7
Ethiopia Guji Uraga Washed,7
Guji Oraga Tabe,7
Ethiopia Djimma Gera Anaerobic,7
Memories of Autumn,7
Guatemala Acatenango Geisha,7
Ethiopia Quantit,7
Nicaragua Women Producers,7
El Salvador Malacara B Orange,7
Ethiopia Reko,7
Colombia El Sauce,7
Vietnam Cau Dat Mercafe Lotus,7
Taiwan Songyue Geisha,7
Colombia Hacienda Casablanca,7
Panama Finca Santa Teresa Lot 9,7
Private Reserve Costa Rica Naranjo,7
El Socorro Maracaturra,7
Guatemala Hunapu,7
Kona Classic Dark,7
Guatemala Reserve Las Moritas Yellow Pacamara,7
Guatemala Pacamara Natural,7
Ethiopia Guji Girma Natural,7
Monarch Estate Hawaiian Gesha,7
Peru Paltachayoc,7
Colombia Narino Excelsio,7
Ethiopia Deri Kochoha,7
Ethiopia Yirgacheffe Natural Grade 1,7
Panama La Viuda Natural Geisha 4 Hermanos,7
Colombia Finca La Loma Antonio Gualguan,7
Ethiopia Sidamo Bensa Natural Single-Variety Kurume G1,7
Kenya Nyeri Othaya Gura AA,7
Cerro Azul Geisha Honey Process,7
Costa Rica La Pastora,7
La Esmeralda Diamond Mountain Washed Coffee,7
Costa Rica Esteban Zamora,7
Kenya Kiambu AB Uklili 1903 Lot,7
Colombia La Guamera Honey,7
El Salvador Las Mercedes Pacamara Honey,7
Love of Desolate,7
100% Organic Specialty Arabica,7
Colombia Huila Acevedo El Paraiso,7
K7 Sweet Spot,7
Ecuador Peñaherrera AAA,7
Norte Peru,7
Kenya Nyeri Nudurutu Factory AB,7
Sahara Sunrise,7
Ethiopia Yirgacheffe Adado,7
Kenya Ndaroini,7
Ethiopia Guji,7
Ethiopia Girma Eshetu,7
Finca Santa Isabel Guatemala,7
Ethiopia Yirgacheffe Botabaa Washed,7
Ethiopia Sidama Sasaba Natural,7
Kenya AA Kirinyaga,7
Ethiopia Limu,7
ASOPAP Colombia,7
Yellow Caturra (special lot),7
Tablon La Cima,7
Kenya Kabare AA,7
Green-Tip Geisha,7
Kenya Kabare Konyu,7
Las Brisas Colombia,7
Tanzania Ngorongoro Ridge Peaberry,7
Ethiopia Hambela Natural Organic,7
Colombia Pink Bourbon Honey,7
Honduras Marcala,7
La Union,7
Feku Double,7
Ethiopia Hambela Natural,7
Papua New Guinea Tsekaka,7
Ethiopia Guji Uraga,7
Ethiopia Dry-Process Guji Hambela,7
Peru,7
Kenya Nyeri Maganjo AB,7
